Source	ID	Title	Journal	Year_publication	doi	Geography	Higher_Geography	Year	Domain	System 	System_specific	Taxon_Group	Taxon	Taxon_specific	Impact	Impact_specific	Conservation_Group	Conservation_Action	Conservation_Action_specific	Tested_statistically	Response_variable	Response_Group	Predictor_variable	Statistical_method	Test_statistic	value	df	N	Direction_of_effect	P-value	Pearson_r	Pearson_r_conversion	Notes	Assignment	Validation
WoS	WOS_0450	Different management strategies are optimal for combating disease in East Texas cave versus culvert hibernating bat populations	Conservation Science and Practice	2019	https://doi.org/10.1111/csp2.120	Texas, USA	Nearctic	2018	Terrestrial	Artificial ; Cave	Culverts ; Caves	Bats	Mammalia: Chiroptera	Perimyotis subflavus	Pathogen	White-Nose Disease	Assessment	Risk assessment	Steam portfolio# 3	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-	Sánchez-Fernández	Meierhofer
WoS	WOS_0450	Different management strategies are optimal for combating disease in East Texas cave versus culvert hibernating bat populations	Conservation Science and Practice	2019	https://doi.org/10.1111/csp2.121	Texas, USA	Nearctic	2018	Terrestrial	Artificial ; Cave	Culverts ; Caves	Bats	Mammalia: Chiroptera	Perimyotis subflavus	Pathogen	White-Nose Disease	Assessment	Risk assessment	PEG portfolio #1	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-	Sánchez-Fernández	Meierhofer
WoS	WOS_0450	Different management strategies are optimal for combating disease in East Texas cave versus culvert hibernating bat populations	Conservation Science and Practice	2019	https://doi.org/10.1111/csp2.122	Texas, USA	Nearctic	2018	Terrestrial	Artificial ; Cave	Culverts ; Caves	Bats	Mammalia: Chiroptera	Perimyotis subflavus	Pathogen	White-Nose Disease	Assessment	Risk assessment	PEG portfolio #2	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-	Sánchez-Fernández	Meierhofer
WoS	WOS_0450	Different management strategies are optimal for combating disease in East Texas cave versus culvert hibernating bat populations	Conservation Science and Practice	2019	https://doi.org/10.1111/csp2.123	Texas, USA	Nearctic	2018	Terrestrial	Artificial ; Cave	Culverts ; Caves	Bats	Mammalia: Chiroptera	Perimyotis subflavus	Pathogen	White-Nose Disease	Assessment	Risk assessment	ClO2 portfolio #1	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-	Sánchez-Fernández	Meierhofer
WoS	WOS_0450	Different management strategies are optimal for combating disease in East Texas cave versus culvert hibernating bat populations	Conservation Science and Practice	2019	https://doi.org/10.1111/csp2.124	Texas, USA	Nearctic	2018	Terrestrial	Artificial ; Cave	Culverts ; Caves	Bats	Mammalia: Chiroptera	Perimyotis subflavus	Pathogen	White-Nose Disease	Assessment	Risk assessment	ClO2 portfolio #2	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-	Sánchez-Fernández	Meierhofer
WoS	WOS_0450	Different management strategies are optimal for combating disease in East Texas cave versus culvert hibernating bat populations	Conservation Science and Practice	2019	https://doi.org/10.1111/csp2.125	Texas, USA	Nearctic	2018	Terrestrial	Artificial ; Cave	Culverts ; Caves	Bats	Mammalia: Chiroptera	Perimyotis subflavus	Pathogen	White-Nose Disease	Assessment	Risk assessment	ClO2 portfolio #3	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-	Sánchez-Fernández	Meierhofer
WoS	WOS_0450	Different management strategies are optimal for combating disease in East Texas cave versus culvert hibernating bat populations	Conservation Science and Practice	2019	https://doi.org/10.1111/csp2.126	Texas, USA	Nearctic	2018	Terrestrial	Artificial ; Cave	Culverts ; Caves	Bats	Mammalia: Chiroptera	Perimyotis subflavus	Pathogen	White-Nose Disease	Assessment	Risk assessment	ClO2 portfolio #4	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-	Sánchez-Fernández	Meierhofer
WoS	WOS_0450	Different management strategies are optimal for combating disease in East Texas cave versus culvert hibernating bat populations	Conservation Science and Practice	2019	https://doi.org/10.1111/csp2.106	Texas	Nearctic	NA	Terrestrial	Artificial ; Cave	NA	Bats	Mammalia: Chiroptera	Perimyotis subflavus	Pathogen	White-nose syndrome	Restoration	Decontamination	Chitosan	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Meierhofer	Meierhofer
WoS	WOS_0450	Different management strategies are optimal for combating disease in East Texas cave versus culvert hibernating bat populations	Conservation Science and Practice	2019	https://doi.org/10.1111/csp2.106	Texas	Nearctic	NA	Terrestrial	Artificial ; Cave	NA	Bats	Mammalia: Chiroptera	Perimyotis subflavus	Pathogen	White-nose syndrome	Restoration	Decontamination	VOC	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Meierhofer	Meierhofer
WoS	WOS_0450	Different management strategies are optimal for combating disease in East Texas cave versus culvert hibernating bat populations	Conservation Science and Practice	2019	https://doi.org/10.1111/csp2.106	Texas	Nearctic	NA	Terrestrial	Artificial ; Cave	NA	Bats	Mammalia: Chiroptera	Perimyotis subflavus	Pathogen	White-nose syndrome	Restoration	Decontamination	PEG	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Meierhofer	Meierhofer
WoS	WOS_0450	Different management strategies are optimal for combating disease in East Texas cave versus culvert hibernating bat populations	Conservation Science and Practice	2019	https://doi.org/10.1111/csp2.106	Texas	Nearctic	NA	Terrestrial	Artificial ; Cave	NA	Bats	Mammalia: Chiroptera	Perimyotis subflavus	Pathogen	White-nose syndrome	Restoration	Decontamination	Vaccine	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Meierhofer	Meierhofer
WoS	WOS_0450	Different management strategies are optimal for combating disease in East Texas cave versus culvert hibernating bat populations	Conservation Science and Practice	2019	https://doi.org/10.1111/csp2.106	Texas	Nearctic	NA	Terrestrial	Artificial ; Cave	NA	Bats	Mammalia: Chiroptera	Perimyotis subflavus	Pathogen	White-nose syndrome	Restoration	Decontamination	UV light early	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Meierhofer	Meierhofer
WoS	WOS_0450	Different management strategies are optimal for combating disease in East Texas cave versus culvert hibernating bat populations	Conservation Science and Practice	2019	https://doi.org/10.1111/csp2.106	Texas	Nearctic	NA	Terrestrial	Artificial ; Cave	NA	Bats	Mammalia: Chiroptera	Perimyotis subflavus	Pathogen	White-nose syndrome	Restoration	Decontamination	UV light late	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Meierhofer	Meierhofer
WoS	WOS_0450	Different management strategies are optimal for combating disease in East Texas cave versus culvert hibernating bat populations	Conservation Science and Practice	2019	https://doi.org/10.1111/csp2.107	Texas	Nearctic	NA	Terrestrial	Artificial ; Cave	NA	Bats	Mammalia: Chiroptera	Perimyotis subflavus	Pathogen	White-nose syndrome	Restoration	Decontamination	Pseudomonas	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Meierhofer	Meierhofer
WoS	WOS_0450	Different management strategies are optimal for combating disease in East Texas cave versus culvert hibernating bat populations	Conservation Science and Practice	2019	https://doi.org/10.1111/csp2.106	Texas	Nearctic	NA	Terrestrial	Artificial ; Cave	NA	Bats	Mammalia: Chiroptera	Perimyotis subflavus	Pathogen	White-nose syndrome	Restoration	Decontamination	Soap and water	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Meierhofer	Meierhofer
WoS	WOS_0450	Different management strategies are optimal for combating disease in East Texas cave versus culvert hibernating bat populations	Conservation Science and Practice	2019	https://doi.org/10.1111/csp2.106	Texas	Nearctic	NA	Terrestrial	Artificial ; Cave	NA	Bats	Mammalia: Chiroptera	Perimyotis subflavus	Pathogen	White-nose syndrome	Restoration	Decontamination	Chlorine dioxide	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Meierhofer	Meierhofer
WoS	WOS_0450	Different management strategies are optimal for combating disease in East Texas cave versus culvert hibernating bat populations	Conservation Science and Practice	2019	https://doi.org/10.1111/csp2.106	Texas	Nearctic	NA	Terrestrial	Artificial ; Cave	NA	Bats	Mammalia: Chiroptera	Perimyotis subflavus	Pathogen	White-nose syndrome	Restoration	Decontamination	Steam clean	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Meierhofer	Meierhofer
WoS	WOS_0450	Different management strategies are optimal for combating disease in East Texas cave versus culvert hibernating bat populations	Conservation Science and Practice	2019	https://doi.org/10.1111/csp2.106	Texas	Nearctic	NA	Terrestrial	Artificial ; Cave	NA	Bats	Mammalia: Chiroptera	Perimyotis subflavus	Pathogen	White-nose syndrome	Restoration	Decontamination	Steam portfolio 1	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Meierhofer	Meierhofer
WoS	WOS_0450	Different management strategies are optimal for combating disease in East Texas cave versus culvert hibernating bat populations	Conservation Science and Practice	2019	https://doi.org/10.1111/csp2.106	Texas	Nearctic	NA	Terrestrial	Artificial ; Cave	NA	Bats	Mammalia: Chiroptera	Perimyotis subflavus	Pathogen	White-nose syndrome	Restoration	Decontamination	Steam portfolio 2	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Meierhofer	Meierhofer
WoS	WOS_0450	Different management strategies are optimal for combating disease in East Texas cave versus culvert hibernating bat populations	Conservation Science and Practice	2019	https://doi.org/10.1111/csp2.106	Texas	Nearctic	NA	Terrestrial	Artificial ; Cave	NA	Bats	Mammalia: Chiroptera	Perimyotis subflavus	Pathogen	White-nose syndrome	Restoration	Decontamination	Steam portfolio 3	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Meierhofer	Meierhofer
WoS	WOS_0450	Different management strategies are optimal for combating disease in East Texas cave versus culvert hibernating bat populations	Conservation Science and Practice	2019	https://doi.org/10.1111/csp2.106	Texas	Nearctic	NA	Terrestrial	Artificial ; Cave	NA	Bats	Mammalia: Chiroptera	Perimyotis subflavus	Pathogen	White-nose syndrome	Restoration	Decontamination	VOC early	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Meierhofer	Meierhofer
WoS	WOS_0450	Different management strategies are optimal for combating disease in East Texas cave versus culvert hibernating bat populations	Conservation Science and Practice	2019	https://doi.org/10.1111/csp2.106	Texas	Nearctic	NA	Terrestrial	Artificial ; Cave	NA	Bats	Mammalia: Chiroptera	Perimyotis subflavus	Pathogen	White-nose syndrome	Restoration	Decontamination	PEG portfolio 1	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Meierhofer	Meierhofer
WoS	WOS_0450	Different management strategies are optimal for combating disease in East Texas cave versus culvert hibernating bat populations	Conservation Science and Practice	2019	https://doi.org/10.1111/csp2.106	Texas	Nearctic	NA	Terrestrial	Artificial ; Cave	NA	Bats	Mammalia: Chiroptera	Perimyotis subflavus	Pathogen	White-nose syndrome	Restoration	Decontamination	PEG portfolio 2	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Meierhofer	Meierhofer
WoS	WOS_0451	Dark diversity in the dark: a new approach to subterranean conservation	Subterranean Biology	2019	https://doi.org/10.3897/subtbiol.32.38121	Brazil	Neotropical	2011-2012	Terrestrial	Cave	São Domingos karst area	Arthropoda	Crustacea	Isopoda	Not identified	NA	Assessment	Prioritization	Prioritization based on dark diversity	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Mammola	Mammola
WoS	WOS_0451	Dark diversity in the dark: a new approach to subterranean conservation	Subterranean Biology	2019	https://doi.org/10.3897/subtbiol.32.38121	Goiás, Brazil	Neotropical	2011-2012	Terrestrial	Cave	NA	Arthropoda	Crustacea	Isopoda	Not identified	Human disturbance and a small road close	Assessment	Risk assessment	IUCN redlisting	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-	Sánchez-Fernández	Mammola
WoS	WOS_0451	Different management strategies are optimal for combating disease in East Texas cave versus culvert hibernating bat populations	Conservation Science and Practice	2019	https://doi.org/10.1111/csp2.107	Texas	Nearctic	NA	Terrestrial	Artificial ; Cave	NA	Bats	Mammalia: Chiroptera	Perimyotis subflavus	Pathogen	White-nose syndrome	Restoration	Decontamination	Chlorine dioxide portfolio 1	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Meierhofer	Meierhofer
WoS	WOS_0452	Discovery of a new population of the federally endangered Alabama Cave Shrimp, Palaemonias alabamae Smalley, 1961, in northern Alabama	Subterranean Biology	2019	https://doi.org/10.3897/subtbiol.32.38280	USA	Nearctic	2018	Aquatic	Groundwater	northern Alabama	Arthropoda	Crustacea	Alabama Cave Shrimp, Palaemonias alabamae	Not identified	NA	Monitoring	Monitoring	NA	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Mammola	Mammola
WoS	WOS_0452	Discovery of a new population of the federally endangered Alabama Cave Shrimp, Palaemonias alabamae Smalley, 1961, in northern Alabama	Subterranean Biology	2019	https://doi.org/10.3897/subtbiol.32.38280	Alabama, USA	Nearctic	2018-2019	Aquatic	Cave	Fern Cave system	Arthropoda	Crustacea	Palaemonias alabamae	Not identified	NA	Monitoring	Monitoring	Community completeness assesment (dark biodiversity)	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-	Sánchez-Fernández	Mammola
WoS	WOS_0452	Different management strategies are optimal for combating disease in East Texas cave versus culvert hibernating bat populations	Conservation Science and Practice	2019	https://doi.org/10.1111/csp2.108	Texas	Nearctic	NA	Terrestrial	Artificial ; Cave	NA	Bats	Mammalia: Chiroptera	Perimyotis subflavus	Pathogen	White-nose syndrome	Restoration	Decontamination	Chlorine dioxide portfolio 2	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Meierhofer	Meierhofer
WoS	WOS_0453	A new species of Alpioniscus (Illyrionethes) from the Dinaric Karst (Isopoda, Oniscidea, Trichoniscidae)	Subterranean Biology	2019	https://doi.org/10.3897/subtbiol.32.37509	North Dalmatia	Palearctic	2006-2013	Terrestrial	Cave	Several caves	Arthropoda	Crustacea	Alpioniscus (Illyrionethes) busljetai	Surface habitat change	Land clearance and agricultural activities ; fire	Monitoring	Monitoring	NA	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Mammola	Mammola
WoS	WOS_0453	A new species of Alpioniscus (Illyrionethes) from the Dinaric Karst (Isopoda, Oniscidea, Trichoniscidae)	Subterranean Biology	2019	https://doi.org/10.3897/subtbiol.32.37509	Croatia	Palearctic	2006-2018	Terrestrial	Anchialine/Marine	Dinarik Karts	Arthropoda	Crustacea	Alpioniscus busljetai	Surface habitat change	Growth of the village	Monitoring	Monitoring	Inventory	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-	Sánchez-Fernández	Mammola
WoS	WOS_0453	Different management strategies are optimal for combating disease in East Texas cave versus culvert hibernating bat populations	Conservation Science and Practice	2019	https://doi.org/10.1111/csp2.109	Texas	Nearctic	NA	Terrestrial	Artificial ; Cave	NA	Bats	Mammalia: Chiroptera	Perimyotis subflavus	Pathogen	White-nose syndrome	Restoration	Decontamination	Chlorine dioxide portfolio 3	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Meierhofer	Meierhofer
WoS	WOS_0454	Different management strategies are optimal for combating disease in East Texas cave versus culvert hibernating bat populations	Conservation Science and Practice	2019	https://doi.org/10.1111/csp2.110	Texas	Nearctic	NA	Terrestrial	Artificial ; Cave	NA	Bats	Mammalia: Chiroptera	Perimyotis subflavus	Pathogen	White-nose syndrome	Restoration	Decontamination	Chlorine dioxide portfolio 4	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Meierhofer	Meierhofer
WoS	WOS_0455	Research trends on bats in China: A twenty-first century review	Mammalian Biology	2019	https://doi.org/10.1016/j.mambio.2019.09.002	China	Palearctic	2000-2016	Terrestrial	All	Multiple caves	Bats	Mammalia: Chiroptera	Rhinolophus ; Myotis ; Hipposideros ; Megaderma ; Barbastella ; Hypsugo ; Plecotus ; Pteropus ; Tadarida ; Chaerephon ; Harpiocephalus ; Macroglossus ; Scotomanes ; Sphaerias ; Submyotodon ; Megaerops ; Arielulus ; Harpiola ; Thainycteris	All	NA	Protection	Protected area	Strengthen protection of caves used as roosts by bats and theirsurroundings	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-	Sánchez-Fernández	Mammola
WoS	WOS_0455	Research trends on bats in China: A twenty-first century review	Mammalian Biology	2019	https://doi.org/10.1016/j.mambio.2019.09.002	China	Palearctic	2000-2017	Terrestrial	All	Multiple caves	Bats	Mammalia: Chiroptera	Rhinolophus ; Myotis ; Hipposideros ; Megaderma ; Barbastella ; Hypsugo ; Plecotus ; Pteropus ; Tadarida ; Chaerephon ; Harpiocephalus ; Macroglossus ; Scotomanes ; Sphaerias ; Submyotodon ; Megaerops ; Arielulus ; Harpiola ; Thainycteris	All	NA	Restoration	Habitat restoration	Creation of artificial roosts and Increasing landscape connectivity	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-	Sánchez-Fernández	Mammola
WoS	WOS_0455	Research trends on bats in China: A twenty-first century review	Mammalian Biology	2019	https://doi.org/10.1016/j.mambio.2019.09.002	China	Palearctic	2000-2018	Terrestrial	All	Multiple caves	Bats	Mammalia: Chiroptera	Rhinolophus ; Myotis ; Hipposideros ; Megaderma ; Barbastella ; Hypsugo ; Plecotus ; Pteropus ; Tadarida ; Chaerephon ; Harpiocephalus ; Macroglossus ; Scotomanes ; Sphaerias ; Submyotodon ; Megaerops ; Arielulus ; Harpiola ; Thainycteris	All	NA	Assessment	Prioritization	focus on species withhigher extinction risk	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-	Sánchez-Fernández	Mammola
WoS	WOS_0455	Research trends on bats in China: A twenty-first century review	Mammalian Biology	2019	https://doi.org/10.1016/j.mambio.2019.09.002	China	Palearctic	2000-2019	Terrestrial	All	Multiple caves	Bats	Mammalia: Chiroptera	Rhinolophus ; Myotis ; Hipposideros ; Megaderma ; Barbastella ; Hypsugo ; Plecotus ; Pteropus ; Tadarida ; Chaerephon ; Harpiocephalus ; Macroglossus ; Scotomanes ; Sphaerias ; Submyotodon ; Megaerops ; Arielulus ; Harpiola ; Thainycteris	All	NA	Education	Education	Strengthening publicity and education to raise public awareness	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-	Sánchez-Fernández	Mammola
WoS	WOS_0456	Activity Patterns of Cave-Dwelling Bat Species during Pre-Hibernation Swarming and Post-Hibernation Emergence in the Central Appalachians	Diversity	2019	https://doi.org/10.3390/d11090159	USA	Nearctic	2015-2017	Terrestrial	Cave	Central Appalachians	Bats	Mammalia: Chiroptera	Eptesicus fuscus ; Myotis sp.	Not identified	NA	Monitoring	Monitoring	Monitoring during pre-and Post-Hibernation	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-	Sánchez-Fernández	Mammola
WoS	WOS_0456	Activity Patterns of Cave-Dwelling Bat Species during Pre-Hibernation Swarming and Post-Hibernation Emergence in the Central Appalachians	Diversity	2019	https://doi.org/10.3390/d11090159	USA	Nearctic	2015-2017	Terrestrial	Cave	Central Appalachians	Bats	Mammalia: Chiroptera	Eptesicus fuscus ; Myotis sp.	Not identified	NA	Monitoring	Monitoring	Monitoring during pre-and Post-Hibernation	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-	Sánchez-Fernández	Mammola
WoS	WOS_0457	Landscape evolution in ferruginous geosystems of the Iron Quadrangle, Brazil: a speleological approach in a biodiversity hotspot	SN Applied Sciences	2019	https://doi.org/10.1007/s42452-019-1139-3	Brazil	Neotropical	1984-2015	Terrestrial	Cave	ferruginous caves	Plants	Plantae	Surface natural vegetation	Surface habitat change	Changes in land cover in minning areas	Restoration	Habitat restoration	To restore the the landscape around caves	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-	Sánchez-Fernández	Mammola
WoS	WOS_0457	Landscape evolution in ferruginous geosystems of the Iron Quadrangle, Brazil: a speleological approach in a biodiversity hotspot	SN Applied Sciences	2019	https://doi.org/10.1007/s42452-019-1139-3	Brazil	Neotropical	1984-2015	Terrestrial	Cave	ferruginous caves	Plants	Plantae	Surface natural vegetation	Surface habitat change	Changes in land cover in minning areas	Protection	Protected area	To preserve the the landscape around caves	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-	Sánchez-Fernández	Mammola
WoS	WOS_0459	Annual cycle of bats in a cave of Jebel Errwa, a sub-desert zone of central Tunisia	Tropical Zoology	2019	https://doi.org/10.1080/03946975.2019.1648129	Turkey	Palearctic	2012-2013	Terrestrial	Artificial ; Cave	Artificial ave dug for extracting stones	Bats	Mammalia: Chiroptera	Rhinolophus euryale ; R. mehelyi ; R. blasii ; Otonycteris hemprichii ; M. schreibersii ; Pipistrellus kuhlii ; Tadarida teniotis ; Rhinopoma cystops ; Eptesicus isabellinus ; Hypsugo savii	Visitors	Human disturbance	Protection	Protected area	Proposal of cave protection	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-	Sánchez-Fernández	Mammola
WoS	WOS_0459	Annual cycle of bats in a cave of Jebel Errwa, a sub-desert zone of central Tunisia	Tropical Zoology	2019	https://doi.org/10.1080/03946975.2019.1648129	Turkey	Palearctic	2012-2013	Terrestrial	Artificial ; Cave	Artificial ave dug for extracting stones	Bats	Mammalia: Chiroptera	Rhinolophus euryale ; R. mehelyi ; R. blasii ; Otonycteris hemprichii ; M. schreibersii ; Pipistrellus kuhlii ; Tadarida teniotis ; Rhinopoma cystops ; Eptesicus isabellinus ; Hypsugo savii	Subterranean habitat change	fires	Protection	Protected area	Proposal of cave protection	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-	Sánchez-Fernández	Mammola
WoS	WOS_0460	Winter habitats of bats in Texas	Plos One	2019	https://doi.org/10.1371/journal.pone.0220839	Texas, USA	Nearctic	2016-2018	Terrestrial	Cave	Multiple caves	Bats	Mammalia: Chiroptera	Corynorhinus rafinesquii ; Corynorhinus townsendii ; Eptesicus fuscus ; Myotis austroriparius ; Myotis velifer ; Perimyotis subflavus ; Tadarida brasiliensis	Pathogen	White-Nose Disease	Monitoring	Monitoring	Monitoring population trends in relation to microhabitat temperature	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-	Sánchez-Fernández	Mammola
WoS	WOS_0461	Cave millipede diversity with the description of six new species from Guangxi, China	Subterranean Biology	2019	https://doi.org/10.3897/subtbiol.30.35559	China	Palearctic	2016	Terrestrial	Cave	Several caves (South China Karst)	Arthropoda	Myriapoda	Millipede	Surface habitat change	Land cover conversion	Monitoring	Monitoring	Poroposal of monitoring environmental condictions and population trends	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-	Sánchez-Fernández	Mammola
WoS	WOS_0461	Cave millipede diversity with the description of six new species from Guangxi, China	Subterranean Biology	2019	https://doi.org/10.3897/subtbiol.30.35559	China	Palearctic	2016	Terrestrial	Cave	Several caves (South China Karst)	Arthropoda	Myriapoda	Millipede	Surface habitat change	Land cover conversion	Protection	Protected area	Develop legal protection	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-	Sánchez-Fernández	Mammola
WoS	WOS_0462	Screening and Biosecurity for White-nose Fungus Pseudogymnoascus destructans (Ascomycota: Pseudeurotiaceae) in Hawai'i	Pacific Science	2019	https://doi.org/10.2984/73.3.4	Hawaii, USA	Nearctic	2015	Terrestrial	Cave	Lava tube	Bats	Mammalia: Chiroptera	Lasiurus cinereus semotus	Pathogen	White-Nose Disease	Monitoring	Monitoring	Monitoring P. destructans and population trends of bats	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-	Sánchez-Fernández	Mammola
WoS	WOS_0463	Two caves in western Honduras are important for bat conservation: first checklist of bats in Santa Barbara	Subterranean Biology	2019	https://doi.org/10.3897/subtbiol.30.35420	Honduras	Neotropical	2015-2016	Terrestrial	Cave	Caves in Tropical Dry Forest	Bats	Mammalia: Chiroptera	Peropteryx macrotis ; Rhynchonycteris naso ; Pteronotus personatus ; Micronycteris microtis ; Desmodus rotundus ; Diphylla ecaudata ; Glossophaga leachii ; G. soricina ; Carollia castanea ; C. perspicillata ; C. sowelli ; C. subrufa ; Artibeus jamaicensis ; A. lituratus ; Chiroderma salvini ; Dermanura watsoni ; Myotis albescens ; M. nigricans	Surface habitat change	Deforestation and fragmentation of tropical dry forest	Monitoring	Monitoring	Poroposal of monitoring in wet and dry season	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-	Sánchez-Fernández	Mammola
WoS	WOS_0463	Two caves in western Honduras are important for bat conservation: first checklist of bats in Santa Barbara	Subterranean Biology	2019	https://doi.org/10.3897/subtbiol.30.35420	Honduras	Neotropical	2015-2016	Terrestrial	Cave	Caves in Tropical Dry Forest	Bats	Mammalia: Chiroptera	Peropteryx macrotis ; Rhynchonycteris naso ; Pteronotus personatus ; Micronycteris microtis ; Desmodus rotundus ; Diphylla ecaudata ; Glossophaga leachii ; G. soricina ; Carollia castanea ; C. perspicillata ; C. sowelli ; C. subrufa ; Artibeus jamaicensis ; A. lituratus ; Chiroderma salvini ; Dermanura watsoni ; Myotis albescens ; M. nigricans	Surface habitat change	Deforestation and fragmentation of tropical dry forest	Protection	Protected area	Proposal of legal protection for two caves	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-	Sánchez-Fernández	Mammola
WoS	WOS_0465	Biodiversity surrogates in Amazonian iron cave ecosystems	Ecological Indicators	2019	https://doi.org/10.1016/j.ecolind.2019.01.086	Brazil	Neotropical	NA	Terrestrial	Cave	Iron caves	Not specific	Not specific	Not specific	Not identified	NA	Assessment	Prioritization	Proposal of methods to assess diversit pattetns and detect priority areas	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-	Sánchez-Fernández	Mammola
WoS	WOS_0470	Species conservation profiles of cave-dwelling arthropods from Azores, Portugal	Biodiversity Data Journal	2019	https://doi.org/10.3897/BDJ.7.e32530	Azores, Portugal	Palearctic	NA	Terrestrial	Cave	Volcanic caves	Arthropoda ; Other invertebrates	Arthropoda ; Other invertebrates	Invertebrates (Macarorchestia martini ; Pseudosinella ashmoleorum ; Cixius cavazoricus ; C. azopicavus ; Thalassophilus azoricus ; Trechus isavelae ; Trechus jorgensis ; Trechusmontanheirorum ; Trechus oromii ; Trechus pereirai ; Trechus terceiranus)	All	NA	Assessment	Risk assessment	NA	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	There is no year of research listed	Johnson	Meierhofer
WoS	WOS_0470	Species conservation profiles of cave-dwelling arthropods from Azores, Portugal	Biodiversity Data Journal	2019	https://doi.org/10.3897/BDJ.7.e32530	Azores, Portugal	Palearctic	NA	Terrestrial	Cave	Volcanic caves	Arthropoda ; Other invertebrates	Arthropoda ; Other invertebrates	Invertebrates (Macarorchestia martini ; Pseudosinella ashmoleorum ; Cixius cavazoricus ; C. azopicavus ; Thalassophilus azoricus ; Trechus isavelae ; Trechus jorgensis ; Trechusmontanheirorum ; Trechus oromii ; Trechus pereirai ; Trechus terceiranus)	All	NA	Restoration	Reintroduction	NA	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	There is no year of research listed	Johnson	Meierhofer
